Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
FriJun 1,1:45am,CHF,High Impact Expected,CPI m/m,0.20%,0.20%,1.10%
FriJun 1,2:00am,EUR,Medium Impact Expected,German Retail Sales m/m,2.60%,1.00%,-0.30%
FriJun 1,2:30am,AUD,Medium Impact Expected,Commodity Prices y/y,5.80%,,7.40%
FriJun 1,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,53.3,,56
FriJun 1,3:30am,CHF,Medium Impact Expected,Manufacturing PMI,58.9,62.5,61.9
FriJun 1,3:30am,EUR,Low Impact Expected,ECB President Trichet Speaks,,,
FriJun 1,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,55,54.1,53.9
FriJun 1,4:00am,EUR,Medium Impact Expected,Final Manufacturing PMI,55,55.6,55.4
FriJun 1,4:30am,GBP,Medium Impact Expected,Final Manufacturing PMI,54.9,53.8,54.1
FriJun 1,4:30am,USD,Medium Impact Expected,FOMC Member Kroszner Speaks,,,
FriJun 1,5:00am,EUR,Low Impact Expected,Revised GDP q/q,0.60%,0.60%,0.60%
FriJun 1,5:00am,EUR,Low Impact Expected,Unemployment Rate,7.10%,7.10%,7.20%
FriJun 1,8:30am,USD,High Impact Expected,Core PCE Price Index m/m,0.10%,0.20%,0.00%
FriJun 1,8:30am,USD,High Impact Expected,Non-Farm Employment Change,157K,135K,80K
FriJun 1,8:30am,USD,High Impact Expected,Unemployment Rate,4.50%,4.50%,4.50%
FriJun 1,8:30am,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.30%,0.30%,0.20%
FriJun 1,8:30am,USD,Medium Impact Expected,Personal Spending m/m,0.50%,0.40%,0.40%
FriJun 1,8:30am,USD,Low Impact Expected,Personal Income m/m,-0.10%,0.30%,0.80%
FriJun 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,55,54,54.7
FriJun 1,10:00am,USD,High Impact Expected,Pending Home Sales m/m,-3.20%,0.30%,-4.50%
FriJun 1,10:00am,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,88.3,88.7,88.7
