Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
WedMay 1,1:55am,GBP,Low Impact Expected,Nationwide HPI m/m,0.40%,0.10%,0.20%
WedMay 1,All Day,CHF,Non-Economic,Bank Holiday,,,
WedMay 1,All Day,EUR,Non-Economic,French Bank Holiday,,,
WedMay 1,All Day,EUR,Non-Economic,German Bank Holiday,,,
WedMay 1,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
WedMay 1,2:30am,AUD,Low Impact Expected,Commodity Prices y/y,14.40%,,10.20%
WedMay 1,4:30am,GBP,Medium Impact Expected,Final Manufacturing PMI,53.1,53.2,55.1
WedMay 1,4:30am,GBP,Medium Impact Expected,Net Lending to Individuals m/m,4.7B,4.5B,4.5B
WedMay 1,4:30am,GBP,Low Impact Expected,M4 Money Supply m/m,-0.50%,0.30%,0.30%
WedMay 1,4:30am,GBP,Low Impact Expected,Mortgage Approvals,62K,64K,65K
WedMay 1,8:15am,USD,Medium Impact Expected,ADP Non-Farm Employment Change,275K,181K,151K
WedMay 1,9:30am,CAD,Low Impact Expected,Manufacturing PMI,49.7,,50.5
WedMay 1,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,52.6,52.4,52.4
WedMay 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,52.8,55,55.3
WedMay 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,-0.90%,0.30%,0.70%
WedMay 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,50,54.5,54.3
WedMay 1,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,16.4M,17.0M,17.5M
WedMay 1,10:30am,USD,Low Impact Expected,Crude Oil Inventories,9.9M,1.3M,5.5M
WedMay 1,2:00pm,USD,High Impact Expected,FOMC Statement,,,
WedMay 1,2:00pm,USD,High Impact Expected,Federal Funds Rate,2.50%,2.50%,2.50%
WedMay 1,2:30pm,USD,High Impact Expected,FOMC Press Conference,,,
WedMay 1,4:15pm,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,
WedMay 1,6:45pm,NZD,Low Impact Expected,Building Consents m/m,-6.90%,,1.70%
WedMay 1,9:50pm,AUD,Low Impact Expected,HIA New Home Sales m/m,-0.10%,,1.00%
ThuMay 2,2:00am,EUR,Low Impact Expected,German Retail Sales m/m,-0.20%,-0.50%,0.50%
ThuMay 2,2:30am,CHF,Low Impact Expected,Retail Sales y/y,-0.70%,-0.40%,0.00%
ThuMay 2,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,51.8,51.2,50.9
ThuMay 2,3:30am,CHF,Low Impact Expected,Manufacturing PMI,48.5,51,50.3
