Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
FriFeb 1,12:30am,AUD,Low Impact Expected,Commodity Prices y/y,6.90%,,10.80%
FriFeb 1,1:45am,CHF,Low Impact Expected,SECO Consumer Climate,-4,-5,-6
FriFeb 1,2:30am,CHF,Low Impact Expected,Retail Sales y/y,-0.30%,0.10%,-0.60%
FriFeb 1,2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-76.1B,,-95.6B
FriFeb 1,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,52.4,50.5,51.1
FriFeb 1,3:30am,CHF,Low Impact Expected,Manufacturing PMI,54.3,56.2,57.8
FriFeb 1,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,47.8,49,49.2
FriFeb 1,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,51.2,51.2,51.2
FriFeb 1,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,49.7,49.9,49.9
FriFeb 1,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,50.5,50.5,50.5
FriFeb 1,4:30am,GBP,Medium Impact Expected,Final Manufacturing PMI,52.8,53.5,54.2
FriFeb 1,5:00am,EUR,Medium Impact Expected,CPI Flash Estimate y/y,1.40%,1.40%,1.60%
FriFeb 1,5:00am,EUR,Medium Impact Expected,Core CPI Flash Estimate y/y,1.10%,1.00%,1.00%
FriFeb 1,8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.10%,0.30%,0.40%
FriFeb 1,8:30am,USD,High Impact Expected,Non-Farm Employment Change,304K,165K,222K
FriFeb 1,8:30am,USD,High Impact Expected,Unemployment Rate,4.00%,3.90%,3.90%
FriFeb 1,9:30am,CAD,Low Impact Expected,Manufacturing PMI,53,,53.6
FriFeb 1,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,54.9,54.9,54.9
FriFeb 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,56.6,54.1,54.1
FriFeb 1,10:00am,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,91.2,90.8,90.7
FriFeb 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,0.80%,0.20%,0.10%
FriFeb 1,10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.30%,0.50%,0.80%
FriFeb 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,49.6,54.4,54.9
FriFeb 1,10:00am,USD,Low Impact Expected,Revised UoM Inflation Expectations,2.70%,,2.70%
FriFeb 1,All Day,USD,Low Impact Expected,Total Vehicle Sales,16.7M,17.2M,17.6M
FriFeb 1,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,16.6M,17.2M,17.5M
SatFeb 2,8:45pm,CNY,Low Impact Expected,Caixin Services PMI,53.6,53.3,53.9
SunFeb 3,4:45pm,NZD,Low Impact Expected,Building Consents m/m,5.10%,,-1.90%
SunFeb 3,6:50pm,JPY,Low Impact Expected,Monetary Base y/y,4.70%,4.60%,4.80%
SunFeb 3,7:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,-0.10%,,0.40%
SunFeb 3,All Day,CNY,Non-Economic,Bank Holiday,,,
SunFeb 3,7:30pm,AUD,Medium Impact Expected,Building Approvals m/m,-8.40%,2.10%,-9.80%
SunFeb 3,7:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,-1.70%,,-0.70%
MonFeb 4,3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,83.5K,60.3K,-50.6K
MonFeb 4,4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,-3.7,-1.1,-1.5
MonFeb 4,4:30am,GBP,Low Impact Expected,Construction PMI,50.6,52.6,52.8
MonFeb 4,5:00am,EUR,Low Impact Expected,PPI m/m,-0.80%,-0.70%,-0.30%
MonFeb 4,5:00am,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.10%,0.10%,-0.10%
MonFeb 4,10:00am,USD,Low Impact Expected,Factory Orders m/m,-0.60%,0.30%,-2.10%
MonFeb 4,2:00pm,USD,Low Impact Expected,Loan Officer Survey,,,
MonFeb 4,4:30pm,AUD,Low Impact Expected,AIG Services Index,44.3,,52.1
MonFeb 4,7:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,2.10%,,-0.20%
MonFeb 4,All Day,CNY,Non-Economic,Bank Holiday,,,
MonFeb 4,7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,1.80%,-0.20%,-0.70%
MonFeb 4,7:30pm,AUD,High Impact Expected,Retail Sales m/m,-0.40%,0.00%,0.50%
MonFeb 4,7:30pm,AUD,Medium Impact Expected,Trade Balance,3.68B,2.25B,2.26B
MonFeb 4,10:30pm,AUD,High Impact Expected,RBA Rate Statement,,,
MonFeb 4,10:30pm,AUD,Medium Impact Expected,Cash Rate,1.50%,1.50%,1.50%
MonFeb 4,10:35pm,JPY,Low Impact Expected,10-y Bond Auction,-0.01|4.8,,0.02|4.0
TueFeb 5,3:15am,EUR,Low Impact Expected,Spanish Services PMI,54.7,53.1,54
TueFeb 5,3:45am,EUR,Low Impact Expected,Italian Services PMI,49.7,50,50.5
TueFeb 5,3:50am,EUR,Low Impact Expected,French Final Services PMI,47.8,47.5,47.5
TueFeb 5,3:55am,EUR,Low Impact Expected,German Final Services PMI,53,53.1,53.1
TueFeb 5,4:00am,EUR,Low Impact Expected,Final Services PMI,51.2,50.8,50.8
TueFeb 5,4:30am,GBP,Medium Impact Expected,Final Services PMI,50.1,51.1,51.2
TueFeb 5,5:00am,EUR,Low Impact Expected,Retail Sales m/m,-1.60%,-1.50%,0.80%
TueFeb 5,9:45am,USD,Low Impact Expected,Final Services PMI,54.2,54.2,54.2
TueFeb 5,10:00am,USD,High Impact Expected,ISM Services PMI,56.7,57.2,57.6
