Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
FriMay 1,1:59am,GBP,Low Impact Expected,Nationwide HPI m/m,0.70%,-0.30%,0.80%
FriMay 1,All Day,CHF,Non-Economic,Bank Holiday,,,
FriMay 1,All Day,EUR,Non-Economic,French Bank Holiday,,,
FriMay 1,All Day,EUR,Non-Economic,German Bank Holiday,,,
FriMay 1,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
FriMay 1,2:30am,AUD,Low Impact Expected,Commodity Prices y/y,-8.10%,,-10.70%
FriMay 1,4:30am,GBP,Low Impact Expected,Final Manufacturing PMI,32.6,32.8,32.9
FriMay 1,4:30am,GBP,Low Impact Expected,M4 Money Supply m/m,2.80%,0.20%,0.40%
FriMay 1,4:30am,GBP,Low Impact Expected,Mortgage Approvals,56K,59K,74K
FriMay 1,4:33am,GBP,Low Impact Expected,Net Lending to Individuals m/m,1.0B,4.2B,5.2B
FriMay 1,9:30am,CAD,Low Impact Expected,Manufacturing PMI,33,,46.1
FriMay 1,9:40am,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,
FriMay 1,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,36.1,36.9,36.9
FriMay 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,41.5,36.7,49.1
FriMay 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,0.90%,-3.50%,-2.50%
FriMay 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,35.3,30.7,37.4
FriMay 1,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,8.6M,7.0M,11.4M
SunMay 3,All Day,JPY,Non-Economic,Bank Holiday,,,
SunMay 3,9:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,-0.10%,,0.20%
SunMay 3,9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,-53.10%,,-10.00%
SunMay 3,9:30pm,AUD,Low Impact Expected,Building Approvals m/m,-4.00%,-15.00%,19.40%
MonMay 4,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,30.8,35,45.7
MonMay 4,3:30am,CHF,Low Impact Expected,Manufacturing PMI,40.7,35.2,43.7
MonMay 4,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,31.1,30.3,40.3
MonMay 4,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,31.5,31.5,31.5
MonMay 4,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,34.5,34.4,34.4
MonMay 4,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,33.4,33.6,33.6
MonMay 4,4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,-41.8,-25.9,-42.9
MonMay 4,10:00am,USD,Low Impact Expected,Factory Orders m/m,-10.30%,-9.20%,-0.10%
MonMay 4,12:30pm,CAD,Medium Impact Expected,Gov Council Member Wilkins Speaks,,,
MonMay 4,2:00pm,USD,Low Impact Expected,Loan Officer Survey,,,
MonMay 4,6:30pm,AUD,Low Impact Expected,AIG Construction Index,21.6,,37.9
MonMay 4,6:45pm,NZD,Low Impact Expected,Building Consents m/m,-21.30%,,5.70%
MonMay 4,All Day,JPY,Non-Economic,Bank Holiday,,,
MonMay 4,9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-1.10%,,-2.00%
TueMay 5,12:30am,AUD,High Impact Expected,Cash Rate,0.25%,0.25%,0.25%
TueMay 5,12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
TueMay 5,1:45am,CHF,Low Impact Expected,SECO Consumer Climate,-39,-40,-40
TueMay 5,2:30am,CHF,Low Impact Expected,CPI m/m,-0.40%,-0.10%,0.10%
TueMay 5,2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-52.5B,,-35.2B
TueMay 5,3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,282.9K,500.0K,302.3K
