Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
MonJun 1,All Day,CHF,Non-Economic,Bank Holiday,,,
MonJun 1,All Day,EUR,Non-Economic,French Bank Holiday,,,
MonJun 1,All Day,EUR,Non-Economic,German Bank Holiday,,,
MonJun 1,2:30am,AUD,Low Impact Expected,Commodity Prices y/y,-7.40%,,-7.30%
MonJun 1,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,38.3,38.5,30.8
MonJun 1,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,45.4,35.5,31.1
MonJun 1,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,40.6,40.3,40.3
MonJun 1,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,36.6,36.8,36.8
MonJun 1,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,39.4,39.5,39.5
MonJun 1,4:30am,GBP,Low Impact Expected,Final Manufacturing PMI,40.7,40.7,40.6
MonJun 1,9:30am,CAD,Low Impact Expected,Manufacturing PMI,40.6,,33
MonJun 1,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,39.8,39.8,39.8
MonJun 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,43.1,43.5,41.5
MonJun 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,-2.90%,-6.50%,0.00%
MonJun 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,40.8,40,35.3
MonJun 1,6:45pm,NZD,Low Impact Expected,Building Consents m/m,-6.50%,,-21.70%
MonJun 1,6:45pm,NZD,Low Impact Expected,Overseas Trade Index q/q,-0.70%,1.50%,2.80%
MonJun 1,7:50pm,JPY,Low Impact Expected,Monetary Base y/y,3.90%,2.60%,2.30%
MonJun 1,9:30pm,AUD,Medium Impact Expected,Current Account,8.4B,6.3B,1.7B
MonJun 1,9:30pm,AUD,Low Impact Expected,Company Operating Profits q/q,1.10%,0.00%,-3.50%
MonJun 1,11:35pm,JPY,Low Impact Expected,10-y Bond Auction,0.00|3.4,,0.00|4.1
TueJun 2,12:30am,AUD,High Impact Expected,Cash Rate,0.25%,0.25%,0.25%
TueJun 2,12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
TueJun 2,2:00am,GBP,Low Impact Expected,Nationwide HPI m/m,-1.70%,-1.00%,0.90%
TueJun 2,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
TueJun 2,2:30am,CHF,Low Impact Expected,Retail Sales y/y,-19.90%,-4.90%,-5.80%
TueJun 2,2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-92.1B,,-52.5B
TueJun 2,3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,26.6K,230.3K,282.9K
