Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
TueJul 1,12:30am,AUD,High Impact Expected,Cash Rate,7.25%,7.25%,7.25%
TueJul 1,12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
TueJul 1,2:00am,EUR,Medium Impact Expected,German Retail Sales m/m,1.30%,0.80%,-0.60%
TueJul 1,2:00am,GBP,High Impact Expected,Nationwide HPI m/m,-0.90%,-1.10%,-2.50%
TueJul 1,2:30am,AUD,Medium Impact Expected,Commodity Prices y/y,37.80%,,26.40%
TueJul 1,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,40.6,,43.8
TueJul 1,3:30am,CHF,Medium Impact Expected,Manufacturing PMI,54.9,55.1,55.7
TueJul 1,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,46.9,47.6,48
TueJul 1,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,49.2,49.1,49.1
TueJul 1,3:55am,EUR,Medium Impact Expected,German Unemployment Change,-38K,-15K,2K
TueJul 1,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,52.6,52.4,52.3
TueJul 1,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,49.2,49.1,49.1
TueJul 1,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,45.8,49.8,49.5
TueJul 1,5:00am,EUR,Low Impact Expected,Unemployment Rate,7.20%,7.10%,7.20%
TueJul 1,All Day,CAD,Non-Economic,Bank Holiday,,,
TueJul 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,50.2,48.6,49.6
TueJul 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,-0.40%,-0.50%,-0.10%
TueJul 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,91.5,87.1,87
TueJul 1,All Day,USD,Low Impact Expected,Total Vehicle Sales,13.6M,13.9M,14.3M
TueJul 1,7:50pm,JPY,Low Impact Expected,Monetary Base y/y,0.40%,0.00%,-0.90%
TueJul 1,9:30pm,AUD,High Impact Expected,Building Approvals m/m,-6.50%,-3.30%,5.40%
TueJul 1,9:30pm,AUD,High Impact Expected,Retail Sales m/m,0.70%,0.10%,-0.10%
WedJul 2,3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,36.8K,,15.1K
