Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
FriJun 1,2:30am,AUD,Low Impact Expected,Commodity Prices y/y,3.60%,,-1.80%
FriJun 1,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,53.4,53.9,54.4
FriJun 1,3:30am,CHF,Low Impact Expected,Manufacturing PMI,62.4,62.3,63.6
FriJun 1,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,52.7,53,53.5
FriJun 1,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,54.4,55.1,55.1
FriJun 1,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,56.9,56.8,56.8
FriJun 1,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,55.5,55.5,55.5
FriJun 1,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,54.4,53.5,53.9
FriJun 1,Day 2,All,Medium Impact Expected,G7 Meetings,,,
FriJun 1,8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.30%,0.20%,0.10%
FriJun 1,8:30am,USD,High Impact Expected,Non-Farm Employment Change,223K,189K,159K
FriJun 1,8:30am,USD,High Impact Expected,Unemployment Rate,3.80%,3.90%,3.90%
FriJun 1,9:30am,CAD,Low Impact Expected,Manufacturing PMI,56.2,,55.5
FriJun 1,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,56.4,56.6,56.6
FriJun 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,58.7,58.3,57.3
FriJun 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,1.80%,0.80%,-1.70%
FriJun 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,79.5,78.1,79.3
FriJun 1,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,16.8M,16.7M,17.1M
FriJun 1,All Day,USD,Low Impact Expected,Total Vehicle Sales,16.9M,17.0M,17.2M
SatJun 2,Day 3,All,Medium Impact Expected,G7 Meetings,,,
SunJun 3,All Day,NZD,Non-Economic,Bank Holiday,,,
SunJun 3,7:50pm,JPY,Low Impact Expected,Monetary Base y/y,8.10%,7.40%,7.80%
SunJun 3,9:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.00%,,0.50%
SunJun 3,9:30pm,AUD,High Impact Expected,Retail Sales m/m,0.40%,0.30%,0.00%
SunJun 3,9:30pm,AUD,Medium Impact Expected,Company Operating Profits q/q,5.90%,3.10%,2.80%
SunJun 3,9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,1.50%,,-0.30%
MonJun 4,3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,-83.7K,-105.7K,-86.7K
MonJun 4,4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,9.3,18.6,19.2
MonJun 4,4:30am,GBP,High Impact Expected,Construction PMI,52.5,52,52.5
MonJun 4,5:00am,EUR,Low Impact Expected,PPI m/m,0.00%,0.20%,0.10%
MonJun 4,10:00am,USD,Low Impact Expected,Factory Orders m/m,-0.80%,-0.40%,1.70%
MonJun 4,1:00pm,GBP,Medium Impact Expected,MPC Member Tenreyro Speaks,,,
MonJun 4,6:30pm,AUD,Low Impact Expected,AIG Services Index,59,,55.2
MonJun 4,7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,2.80%,2.50%,-4.20%
MonJun 4,7:30pm,JPY,Low Impact Expected,Household Spending y/y,-1.30%,0.80%,-0.70%
MonJun 4,9:30pm,AUD,Medium Impact Expected,Current Account,-10.5B,-9.9B,-14.7B
MonJun 4,9:45pm,CNY,Medium Impact Expected,Caixin Services PMI,52.9,52.9,52.9
MonJun 4,11:35pm,JPY,Low Impact Expected,10-y Bond Auction,0.05|4.4,,0.05|4.2
TueJun 5,12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
TueJun 5,12:30am,AUD,Medium Impact Expected,Cash Rate,1.50%,1.50%,1.50%
TueJun 5,2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-54.3B,,-33.1B
TueJun 5,3:15am,EUR,Low Impact Expected,Spanish Services PMI,56.4,56.4,55.6
TueJun 5,3:45am,EUR,Low Impact Expected,Italian Services PMI,53.1,52.9,52.6
TueJun 5,3:50am,EUR,Low Impact Expected,French Final Services PMI,54.3,54.3,54.3
TueJun 5,3:55am,EUR,Low Impact Expected,German Final Services PMI,52.1,52.1,52.1
TueJun 5,4:00am,EUR,Low Impact Expected,Final Services PMI,53.8,53.9,53.9
TueJun 5,4:30am,GBP,High Impact Expected,Final Services PMI,54,52.9,52.8
TueJun 5,5:00am,EUR,Low Impact Expected,Retail Sales m/m,0.10%,0.50%,0.40%
TueJun 5,6:00am,GBP,Medium Impact Expected,MPC Member Cunliffe Speaks,,,
TueJun 5,8:30am,CAD,Medium Impact Expected,Labor Productivity q/q,-0.30%,0.30%,0.20%
TueJun 5,9:45am,USD,Low Impact Expected,Final Services PMI,56.8,55.7,55.7
TueJun 5,10:00am,USD,High Impact Expected,ISM Services PMI,58.6,57.9,56.8
TueJun 5,10:00am,USD,Low Impact Expected,JOLTS Job Openings,6.70M,6.49M,6.63M
TueJun 5,10:26am,NZD,Medium Impact Expected,GDT Price Index,-1.30%,,1.90%
TueJun 5,1:30pm,EUR,Medium Impact Expected,German Buba President Weidmann Speaks,,,
TueJun 5,7:00pm,AUD,Medium Impact Expected,RBA Deputy Gov Bullock Speaks,,,
TueJun 5,8:00pm,JPY,Low Impact Expected,Average Cash Earnings y/y,0.80%,1.40%,2.00%
TueJun 5,9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,1.50%,,1.00%
TueJun 5,9:15pm,AUD,Low Impact Expected,HIA New Home Sales m/m,-4.20%,,-2.00%
TueJun 5,9:30pm,AUD,High Impact Expected,GDP q/q,1.00%,0.90%,0.50%
WedJun 6,3:15am,CHF,Low Impact Expected,CPI m/m,0.40%,0.30%,0.20%
WedJun 6,4:10am,EUR,Low Impact Expected,Retail PMI,51.7,,48.6
WedJun 6,6:40am,GBP,Medium Impact Expected,MPC Member Tenreyro Speaks,,,
WedJun 6,8:30am,CAD,High Impact Expected,Trade Balance,-1.9B,-3.4B,-3.9B
WedJun 6,8:30am,CAD,Medium Impact Expected,Building Permits m/m,-4.60%,-1.00%,1.30%
WedJun 6,8:30am,USD,Low Impact Expected,Revised Nonfarm Productivity q/q,0.40%,0.70%,0.70%
WedJun 6,8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,2.90%,2.70%,2.70%
WedJun 6,8:30am,USD,Low Impact Expected,Trade Balance,-46.2B,-50.0B,-47.2B
WedJun 6,10:00am,CAD,Low Impact Expected,Ivey PMI,62.5,69.7,71.5
WedJun 6,10:30am,USD,High Impact Expected,Crude Oil Inventories,2.1M,-2.0M,-3.6M
WedJun 6,12:00pm,GBP,Medium Impact Expected,MPC Member McCafferty Speaks,,,
WedJun 6,6:30pm,AUD,Low Impact Expected,AIG Construction Index,54,,55.4
WedJun 6,9:30pm,AUD,High Impact Expected,Trade Balance,0.98B,0.98B,1.73B
ThuJun 7,1:00am,JPY,Low Impact Expected,Leading Indicators,105.60%,105.60%,104.40%
ThuJun 7,1:45am,CHF,Low Impact Expected,Unemployment Rate,2.60%,2.60%,2.70%
ThuJun 7,2:00am,EUR,Low Impact Expected,German Factory Orders m/m,-2.50%,0.70%,-1.10%
ThuJun 7,2:45am,EUR,Low Impact Expected,French Trade Balance,-5.0B,-5.1B,-5.0B
ThuJun 7,3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,741B,,757B
ThuJun 7,3:30am,GBP,Medium Impact Expected,Halifax HPI m/m,1.50%,1.10%,-3.10%
ThuJun 7,4:00am,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.70%,0.20%,-0.20%
ThuJun 7,4:50am,EUR,Low Impact Expected,Spanish 10-y Bond Auction,1.41|2.2,,1.37|2.3
ThuJun 7,5:00am,EUR,Low Impact Expected,Revised GDP q/q,0.40%,0.40%,0.40%
ThuJun 7,5:03am,EUR,Low Impact Expected,French 10-y Bond Auction,0.90|1.9,,0.81|1.9
ThuJun 7,8:30am,USD,Medium Impact Expected,Unemployment Claims,222K,223K,223K
ThuJun 7,10:00am,USD,Low Impact Expected,IBD/TIPP Economic Optimism,53.9,54.2,53.6
ThuJun 7,10:30am,CAD,Medium Impact Expected,BOC Financial System Review,,,
ThuJun 7,10:30am,USD,Low Impact Expected,Natural Gas Storage,92B,87B,96B
ThuJun 7,11:00am,GBP,Medium Impact Expected,MPC Member Ramsden Speaks,,,
ThuJun 7,11:15am,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,
ThuJun 7,3:00pm,USD,Low Impact Expected,Consumer Credit m/m,9.3B,13.9B,12.3B
ThuJun 7,7:50pm,JPY,Low Impact Expected,Bank Lending y/y,2.00%,2.20%,2.10%
ThuJun 7,7:50pm,JPY,Low Impact Expected,Current Account,1.89T,2.10T,1.77T
ThuJun 7,7:50pm,JPY,Low Impact Expected,Final GDP Price Index y/y,0.50%,0.50%,0.50%
ThuJun 7,7:50pm,JPY,Low Impact Expected,Final GDP q/q,-0.20%,-0.10%,-0.20%
ThuJun 7,11:15pm,CNY,Medium Impact Expected,Trade Balance,157B,238B,183B
ThuJun 7,11:23pm,CNY,Low Impact Expected,USD-Denominated Trade Balance,24.9B,32.5B,28.8B
