Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
SunMar 1,4:45pm,NZD,Medium Impact Expected,Overseas Trade Index q/q,-1.90%,-2.90%,-4.50%
SunMar 1,5:26pm,AUD,Low Impact Expected,AIG Manufacturing Index,45.4,,49
SunMar 1,6:30pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.00%,,0.10%
SunMar 1,6:50pm,JPY,Low Impact Expected,Capital Spending q/y,2.80%,4.10%,5.50%
SunMar 1,7:00pm,AUD,Low Impact Expected,HIA New Home Sales m/m,1.80%,,-1.90%
SunMar 1,7:30pm,AUD,Medium Impact Expected,Company Operating Profits q/q,-0.20%,0.70%,-0.40%
SunMar 1,8:35pm,JPY,Low Impact Expected,Final Manufacturing PMI,51.6,51.5,51.5
SunMar 1,8:45pm,CNY,High Impact Expected,Caixin Manufacturing PMI,50.7,50.1,50.1
MonMar 2,12:30am,AUD,Low Impact Expected,Commodity Prices y/y,-20.60%,,-19.20%
MonMar 2,1:49am,GBP,Medium Impact Expected,Nationwide HPI m/m,-0.10%,0.40%,0.30%
MonMar 2,3:15am,EUR,Medium Impact Expected,Spanish Manufacturing PMI,54.2,55.2,54.7
MonMar 2,3:30am,CHF,Low Impact Expected,Manufacturing PMI,47.3,47.4,48.2
MonMar 2,3:45am,EUR,Medium Impact Expected,Italian Manufacturing PMI,51.9,50.2,49.9
MonMar 2,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,47.6,47.7,47.7
MonMar 2,3:55am,EUR,Medium Impact Expected,German Final Manufacturing PMI,51.1,50.9,50.9
MonMar 2,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,51,51.1,51.1
MonMar 2,4:00am,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,12.60%,12.90%,12.70%
MonMar 2,4:00am,EUR,Low Impact Expected,Italian Quarterly Unemployment Rate,13.00%,12.80%,12.80%
MonMar 2,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,54.1,53.5,53.1
MonMar 2,4:30am,GBP,Medium Impact Expected,Net Lending to Individuals m/m,2.4B,2.7B,2.1B
