Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
TueJun 1,12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
TueJun 1,12:30am,AUD,Medium Impact Expected,Cash Rate,0.10%,0.10%,0.10%
TueJun 1,2:00am,GBP,Low Impact Expected,Nationwide HPI m/m,1.80%,0.70%,2.30%
TueJun 1,2:30am,AUD,Low Impact Expected,Commodity Prices y/y,39.70%,,33.60%
TueJun 1,2:30am,CHF,Low Impact Expected,Retail Sales y/y,35.70%,15.40%,23.10%
TueJun 1,3:00am,CHF,Low Impact Expected,GDP q/q,-0.50%,-0.40%,0.10%
TueJun 1,3:15am,EUR,Low Impact Expected,Spanish Manufacturing PMI,59.4,59.3,57.7
TueJun 1,3:30am,CHF,Low Impact Expected,Manufacturing PMI,69.9,70,69.5
TueJun 1,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,62.3,62,60.7
TueJun 1,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,59.4,59.2,59.2
TueJun 1,3:55am,EUR,Medium Impact Expected,German Final Manufacturing PMI,64.4,64,64
TueJun 1,3:55am,EUR,Low Impact Expected,German Unemployment Change,-15K,-9K,8K
TueJun 1,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,63.1,62.8,62.8
TueJun 1,4:02am,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,10.70%,10.10%,10.40%
TueJun 1,4:30am,GBP,Low Impact Expected,Final Manufacturing PMI,65.6,66.1,66.1
TueJun 1,5:00am,EUR,Low Impact Expected,CPI Flash Estimate y/y,2.00%,1.90%,1.60%
TueJun 1,5:00am,EUR,Low Impact Expected,Core CPI Flash Estimate y/y,0.90%,0.90%,0.70%
TueJun 1,5:00am,EUR,Low Impact Expected,Unemployment Rate,8.00%,8.10%,8.10%
TueJun 1,All Day,All,High Impact Expected,OPEC-JMMC Meetings,,,
TueJun 1,8:30am,CAD,Medium Impact Expected,GDP m/m,1.10%,1.00%,0.40%
TueJun 1,9:30am,CAD,Low Impact Expected,Manufacturing PMI,57,,57.2
TueJun 1,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,62.1,61.5,61.5
TueJun 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,61.2,60.8,60.7
TueJun 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,0.20%,0.50%,1.00%
TueJun 1,10:00am,USD,Low Impact Expected,FOMC Member Quarles Speaks,,,
TueJun 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,88,88.9,89.6
TueJun 1,10:09am,NZD,Low Impact Expected,GDT Price Index,-0.90%,,-0.20%
TueJun 1,11:00am,GBP,High Impact Expected,BOE Gov Bailey Speaks,,,
TueJun 1,2:00pm,USD,Medium Impact Expected,FOMC Member Brainard Speaks,,,
TueJun 1,6:45pm,NZD,Low Impact Expected,Overseas Trade Index q/q,0.10%,-0.20%,1.50%
TueJun 1,7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,-0.60%,,-1.30%
TueJun 1,7:50pm,JPY,Low Impact Expected,Monetary Base y/y,22.40%,25.20%,24.30%
TueJun 1,9:30pm,AUD,High Impact Expected,GDP q/q,1.80%,1.50%,3.20%
WedJun 2,2:00am,EUR,Low Impact Expected,German Retail Sales m/m,-5.50%,-2.40%,7.70%
WedJun 2,2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-91.4B,,-60.1B
WedJun 2,3:00am,EUR,Low Impact Expected,Spanish Unemployment Change,-129.4K,-115.2K,-39.0K
WedJun 2,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
WedJun 2,4:30am,GBP,Low Impact Expected,M4 Money Supply m/m,0.10%,0.70%,0.70%
WedJun 2,4:30am,GBP,Low Impact Expected,Mortgage Approvals,87K,80K,83K
WedJun 2,4:30am,GBP,Low Impact Expected,Net Lending to Individuals m/m,2.9B,7.4B,11.1B
WedJun 2,5:00am,AUD,Medium Impact Expected,RBA Deputy Gov Debelle Speaks,,,
WedJun 2,5:00am,EUR,Low Impact Expected,PPI m/m,1.00%,0.90%,1.10%
WedJun 2,5:24am,GBP,Low Impact Expected,10-y Bond Auction,0.94|2.6,,0.92|2.7
WedJun 2,8:30am,CAD,Low Impact Expected,Building Permits m/m,-0.50%,-5.20%,7.60%
WedJun 2,9:45am,USD,Low Impact Expected,IBD/TIPP Economic Optimism,56.4,55.8,54.4
WedJun 2,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,17.0M,17.4M,18.5M
WedJun 2,11:45am,EUR,Low Impact Expected,German Buba President Weidmann Speaks,,,
WedJun 2,2:00pm,USD,Low Impact Expected,Beige Book,,,
WedJun 2,2:00pm,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,
WedJun 2,2:00pm,USD,Low Impact Expected,FOMC Member Evans Speaks,,,
WedJun 2,6:30pm,AUD,Low Impact Expected,AIG Construction Index,58.3,,59.1
WedJun 2,9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,1.30%,,2.30%
WedJun 2,9:30pm,AUD,Medium Impact Expected,Retail Sales m/m,1.10%,1.10%,1.10%
WedJun 2,9:30pm,AUD,Low Impact Expected,Trade Balance,8.03B,8.35B,5.57B
WedJun 2,9:45pm,CNY,Low Impact Expected,Caixin Services PMI,55.1,56.3,56.3
WedJun 2,11:35pm,JPY,Low Impact Expected,10-y Bond Auction,0.08|2.9,,0.07|3.0
ThuJun 3,3:15am,EUR,Low Impact Expected,Spanish Services PMI,59.4,57.8,54.6
ThuJun 3,3:45am,EUR,Low Impact Expected,Italian Services PMI,53.1,52.4,47.3
ThuJun 3,3:50am,EUR,Low Impact Expected,French Final Services PMI,56.6,56.6,56.6
ThuJun 3,3:55am,EUR,Low Impact Expected,German Final Services PMI,52.8,52.8,52.8
ThuJun 3,4:00am,EUR,Low Impact Expected,Final Services PMI,55.2,55.2,55.1
ThuJun 3,4:30am,GBP,Low Impact Expected,Final Services PMI,62.9,61.8,61.8
ThuJun 3,5:00am,EUR,Low Impact Expected,French 10-y Bond Auction,0.16|2.0,,0.13|1.7
ThuJun 3,7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,-93.80%,,-96.60%
ThuJun 3,8:15am,USD,Medium Impact Expected,ADP Non-Farm Employment Change,978K,645K,654K
ThuJun 3,8:30am,USD,Medium Impact Expected,Unemployment Claims,385K,400K,405K
ThuJun 3,8:30am,USD,Low Impact Expected,Revised Nonfarm Productivity q/q,5.40%,5.50%,5.40%
ThuJun 3,8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,1.70%,-0.40%,-0.30%
ThuJun 3,9:45am,USD,Low Impact Expected,Final Services PMI,70.4,70.1,70.1
ThuJun 3,10:00am,USD,High Impact Expected,ISM Services PMI,64,63,62.7
ThuJun 3,10:30am,USD,Low Impact Expected,Natural Gas Storage,98B,95B,115B
ThuJun 3,11:00am,USD,Medium Impact Expected,Crude Oil Inventories,-5.1M,-1.0M,-1.7M
ThuJun 3,12:00pm,GBP,Medium Impact Expected,BOE Gov Bailey Speaks,,,
ThuJun 3,12:30pm,USD,Low Impact Expected,FOMC Member Bostic Speaks,,,
ThuJun 3,3:05pm,USD,Low Impact Expected,FOMC Member Quarles Speaks,,,
ThuJun 3,7:30pm,JPY,Low Impact Expected,Household Spending y/y,13.00%,8.60%,6.20%
FriJun 4,3:00am,CHF,Medium Impact Expected,SNB Chairman Jordan Speaks,,,
FriJun 4,3:00am,NZD,Medium Impact Expected,RBNZ Gov Orr Speaks,,,
FriJun 4,4:30am,GBP,Low Impact Expected,Construction PMI,64.2,61.9,61.6
FriJun 4,5:00am,EUR,Low Impact Expected,Retail Sales m/m,-3.10%,-1.40%,3.30%
FriJun 4,Day 1,All,Low Impact Expected,G7 Meetings,,,
FriJun 4,7:00am,EUR,Medium Impact Expected,ECB President Lagarde Speaks,,,
FriJun 4,7:00am,USD,High Impact Expected,Fed Chair Powell Speaks,,,
FriJun 4,8:30am,CAD,High Impact Expected,Employment Change,-68.0K,-23.5K,-207.1K
FriJun 4,8:30am,CAD,High Impact Expected,Unemployment Rate,8.20%,8.20%,8.10%
FriJun 4,8:30am,CAD,Low Impact Expected,Labor Productivity q/q,-1.70%,-1.00%,-2.10%
FriJun 4,8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.50%,0.20%,0.70%
FriJun 4,8:30am,USD,High Impact Expected,Non-Farm Employment Change,559K,645K,278K
FriJun 4,8:30am,USD,High Impact Expected,Unemployment Rate,5.80%,5.90%,6.10%
FriJun 4,10:00am,CAD,Medium Impact Expected,Ivey PMI,64.7,62.3,60.6
FriJun 4,10:00am,USD,Low Impact Expected,Factory Orders m/m,-0.60%,-0.30%,1.40%
FriJun 4,10:38am,USD,Low Impact Expected,President Biden Speaks,,,
SatJun 5,Day 2,All,Low Impact Expected,G7 Meetings,,,
SunJun 6,All Day,NZD,Non-Economic,Bank Holiday,,,
SunJun 6,6:39pm,AUD,Low Impact Expected,AIG Services Index,61.2,,61
SunJun 6,9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,7.90%,,4.90%
SunJun 6,11:00pm,CNY,Low Impact Expected,Trade Balance,296B,266B,277B
SunJun 6,11:02pm,CNY,Low Impact Expected,USD-Denominated Trade Balance,45.5B,50.5B,42.9B
MonJun 7,1:00am,JPY,Low Impact Expected,Leading Indicators,103.00%,103.00%,102.50%
MonJun 7,1:45am,CHF,Low Impact Expected,Unemployment Rate,3.00%,3.10%,3.20%
MonJun 7,1:58am,EUR,Low Impact Expected,German Factory Orders m/m,-0.20%,0.40%,3.90%
MonJun 7,2:30am,CHF,Low Impact Expected,CPI m/m,0.30%,0.30%,0.20%
MonJun 7,3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,902B,,914B
