Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
MonMay 1,All Day,CHF,Non-Economic,Bank Holiday,,,
MonMay 1,All Day,EUR,Non-Economic,French Bank Holiday,,,
MonMay 1,2:30am,AUD,Low Impact Expected,Commodity Prices y/y,38.60%,,46.80%
MonMay 1,All Day,EUR,Non-Economic,German Bank Holiday,,,
MonMay 1,All Day,EUR,Non-Economic,Italian Bank Holiday,,,
MonMay 1,All Day,GBP,Non-Economic,Bank Holiday,,,
MonMay 1,3:15am,CHF,Low Impact Expected,Retail Sales y/y,2.10%,0.50%,0.70%
MonMay 1,8:30am,USD,Medium Impact Expected,Core PCE Price Index m/m,-0.10%,-0.10%,0.20%
MonMay 1,8:30am,USD,Medium Impact Expected,Personal Spending m/m,0.00%,0.20%,0.00%
MonMay 1,8:30am,USD,Low Impact Expected,Personal Income m/m,0.20%,0.40%,0.30%
MonMay 1,9:30am,CAD,Low Impact Expected,Manufacturing PMI,55.9,,55.5
MonMay 1,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,52.8,52.8,52.8
MonMay 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,54.8,56.6,57.2
MonMay 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,-0.20%,0.50%,1.80%
MonMay 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,68.5,66.5,70.5
MonMay 1,10:45am,USD,High Impact Expected,Treasury Sec Mnuchin Speaks,,,
MonMay 1,7:50pm,JPY,Low Impact Expected,Monetary Base y/y,19.80%,21.20%,20.30%
MonMay 1,7:50pm,JPY,Low Impact Expected,Monetary Policy Meeting Minutes,,,
MonMay 1,9:45pm,CNY,High Impact Expected,Caixin Manufacturing PMI,50.3,51.4,51.2
TueMay 2,12:30am,AUD,High Impact Expected,Cash Rate,1.50%,1.50%,1.50%
TueMay 2,12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
TueMay 2,1:00am,JPY,Low Impact Expected,BOJ Core CPI y/y,-0.10%,0.20%,0.10%
TueMay 2,3:15am,EUR,Medium Impact Expected,Spanish Manufacturing PMI,54.5,54.3,53.9
TueMay 2,3:30am,CHF,Low Impact Expected,Manufacturing PMI,57.4,58.2,58.6
TueMay 2,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,56.2,55.9,55.7
TueMay 2,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,55.1,55.1,55.1
TueMay 2,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,58.2,58.2,58.2
TueMay 2,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,56.7,56.8,56.8
TueMay 2,4:00am,EUR,Low Impact Expected,Italian Monthly Unemployment Rate,11.70%,11.60%,11.50%
TueMay 2,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,57.3,54,54.2
TueMay 2,5:00am,EUR,Low Impact Expected,Unemployment Rate,9.50%,9.40%,9.50%
TueMay 2,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,16.8M,17.1M,16.7M
TueMay 2,10:32am,NZD,High Impact Expected,GDT Price Index,3.60%,,3.10%
TueMay 2,All Day,USD,Low Impact Expected,Total Vehicle Sales,16.9M,17.1M,16.6M
TueMay 2,6:45pm,NZD,High Impact Expected,Employment Change q/q,1.20%,0.80%,0.70%
TueMay 2,6:45pm,NZD,High Impact Expected,Unemployment Rate,4.90%,5.10%,5.20%
TueMay 2,6:45pm,NZD,Low Impact Expected,Labor Cost Index q/q,0.40%,0.50%,0.40%
TueMay 2,7:01pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,-0.50%,,-0.80%
TueMay 2,7:30pm,AUD,Low Impact Expected,AIG Services Index,53,,51.7
TueMay 2,All Day,JPY,Non-Economic,Bank Holiday,,,
WedMay 3,3:55am,EUR,Medium Impact Expected,German Unemployment Change,-15K,-10K,-29K
WedMay 3,4:30am,GBP,High Impact Expected,Construction PMI,53.1,52.1,52.2
WedMay 3,5:00am,EUR,Medium Impact Expected,Prelim Flash GDP q/q,0.50%,0.50%,0.40%
WedMay 3,5:00am,EUR,Low Impact Expected,PPI m/m,-0.30%,0.10%,0.00%
WedMay 3,5:33am,EUR,Low Impact Expected,German 10-y Bond Auction,0.33|1.5,,0.21|1.4
WedMay 3,8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,177K,178K,255K
WedMay 3,9:45am,USD,Low Impact Expected,Final Services PMI,53.1,52.5,52.5
WedMay 3,10:00am,USD,High Impact Expected,ISM Services PMI,57.5,56.1,55.2
WedMay 3,10:30am,USD,High Impact Expected,Crude Oil Inventories,-0.9M,-3.3M,-3.6M
WedMay 3,2:00pm,USD,High Impact Expected,FOMC Statement,,,
WedMay 3,2:00pm,USD,High Impact Expected,Federal Funds Rate,1.00%,1.00%,1.00%
WedMay 3,All Day,JPY,Non-Economic,Bank Holiday,,,
WedMay 3,9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-0.20%,,0.40%
WedMay 3,9:05pm,AUD,Low Impact Expected,HIA New Home Sales m/m,-1.10%,,0.20%
WedMay 3,9:30pm,AUD,High Impact Expected,Trade Balance,3.11B,3.33B,3.66B
WedMay 3,9:45pm,CNY,Low Impact Expected,Caixin Services PMI,51.5,52.6,52.2
WedMay 3,11:10pm,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
ThuMay 4,1:45am,CHF,Low Impact Expected,SECO Consumer Climate,-8,3,-3
ThuMay 4,3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,-129.3K,-78.2K,-48.6K
ThuMay 4,3:15am,EUR,Low Impact Expected,Spanish Services PMI,57.8,57.7,57.4
ThuMay 4,3:45am,EUR,Low Impact Expected,Italian Services PMI,56.2,53.7,52.9
ThuMay 4,3:50am,EUR,Low Impact Expected,French Final Services PMI,56.7,57.7,57.7
