Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
FriSep 1,1:00am,JPY,Low Impact Expected,Consumer Confidence,43.3,43.5,43.8
FriSep 1,2:30am,AUD,Low Impact Expected,Commodity Prices y/y,20.10%,,21.70%
FriSep 1,3:15am,CHF,Low Impact Expected,Retail Sales y/y,-0.70%,1.70%,1.70%
FriSep 1,3:15am,EUR,Medium Impact Expected,Spanish Manufacturing PMI,52.4,54.4,54
FriSep 1,3:30am,CHF,Low Impact Expected,Manufacturing PMI,61.2,60.4,60.9
FriSep 1,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,56.3,55.3,55.1
FriSep 1,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,55.8,55.8,55.8
FriSep 1,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,59.3,59.4,59.4
FriSep 1,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,57.4,57.4,57.4
FriSep 1,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,56.9,55,55.3
FriSep 1,8:30am,USD,High Impact Expected,Average Hourly Earnings m/m,0.10%,0.20%,0.30%
FriSep 1,8:30am,USD,High Impact Expected,Non-Farm Employment Change,156K,180K,189K
FriSep 1,8:30am,USD,High Impact Expected,Unemployment Rate,4.40%,4.30%,4.30%
FriSep 1,9:30am,CAD,Low Impact Expected,Manufacturing PMI,54.6,,55.5
FriSep 1,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,52.8,52.5,52.5
FriSep 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,58.8,56.5,56.3
FriSep 1,10:00am,USD,Medium Impact Expected,Revised UoM Consumer Sentiment,96.8,97.4,97.6
FriSep 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,-0.60%,0.50%,-1.40%
FriSep 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,62,61.9,62
FriSep 1,10:00am,USD,Low Impact Expected,Revised UoM Inflation Expectations,2.60%,,2.60%
FriSep 1,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,16.0M,16.6M,16.7M
FriSep 1,All Day,USD,Low Impact Expected,Total Vehicle Sales,16.1M,16.6M,16.7M
SunSep 3,7:50pm,JPY,Low Impact Expected,Monetary Base y/y,16.30%,15.60%,15.60%
SunSep 3,9:00pm,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.10%,,0.10%
SunSep 3,9:30pm,AUD,Medium Impact Expected,Company Operating Profits q/q,-4.50%,-3.90%,5.80%
SunSep 3,9:30pm,AUD,Low Impact Expected,ANZ Job Advertisements m/m,2.00%,,1.60%
MonSep 4,3:00am,EUR,Medium Impact Expected,Spanish Unemployment Change,46.4K,16.3K,-26.9K
MonSep 4,4:30am,EUR,Low Impact Expected,Sentix Investor Confidence,28.2,27.4,27.7
MonSep 4,4:30am,GBP,High Impact Expected,Construction PMI,51.1,52.1,51.9
MonSep 4,5:00am,EUR,Low Impact Expected,PPI m/m,0.00%,0.10%,-0.20%
MonSep 4,All Day,CAD,Non-Economic,Bank Holiday,,,
MonSep 4,All Day,USD,Non-Economic,Bank Holiday,,,
MonSep 4,7:01pm,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,1.30%,,0.90%
MonSep 4,7:30pm,AUD,Low Impact Expected,AIG Services Index,53,,56.4
MonSep 4,9:00pm,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-0.80%,,-0.80%
MonSep 4,9:30pm,AUD,Medium Impact Expected,Current Account,-9.6B,-7.9B,-4.8B
MonSep 4,9:45pm,CNY,Low Impact Expected,Caixin Services PMI,52.7,51.8,51.5
MonSep 4,11:45pm,JPY,Low Impact Expected,10-y Bond Auction,0.01|4.0,,0.07|4.2
TueSep 5,12:30am,AUD,High Impact Expected,Cash Rate,1.50%,1.50%,1.50%
TueSep 5,12:30am,AUD,High Impact Expected,RBA Rate Statement,,,
TueSep 5,1:45am,CHF,Low Impact Expected,GDP q/q,0.30%,0.50%,0.10%
TueSep 5,3:15am,CHF,Medium Impact Expected,CPI m/m,0.00%,0.00%,-0.30%
TueSep 5,3:15am,EUR,Low Impact Expected,Spanish Services PMI,56,56.9,57.6
TueSep 5,3:45am,EUR,Low Impact Expected,Italian Services PMI,55.1,55.5,56.3
TueSep 5,3:50am,EUR,Low Impact Expected,French Final Services PMI,54.9,55.5,55.5
TueSep 5,3:55am,EUR,Low Impact Expected,German Final Services PMI,53.5,53.4,53.4
TueSep 5,4:00am,EUR,Low Impact Expected,Final Services PMI,54.7,54.9,54.9
TueSep 5,4:30am,GBP,High Impact Expected,Final Services PMI,53.2,53.5,53.8
TueSep 5,5:00am,EUR,Low Impact Expected,Retail Sales m/m,-0.30%,-0.20%,0.60%
TueSep 5,5:10am,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
TueSep 5,8:00am,USD,Medium Impact Expected,FOMC Member Brainard Speaks,,,
TueSep 5,10:00am,USD,Medium Impact Expected,Factory Orders m/m,-3.30%,-3.30%,3.20%
TueSep 5,10:28am,NZD,Medium Impact Expected,GDT Price Index,0.30%,,-0.40%
TueSep 5,1:10pm,USD,Medium Impact Expected,FOMC Member Kashkari Speaks,,,
TueSep 5,6:05pm,USD,Medium Impact Expected,FOMC Member Kaplan Speaks,,,
TueSep 5,8:00pm,JPY,Low Impact Expected,Average Cash Earnings y/y,-0.30%,0.50%,0.40%
TueSep 5,9:30pm,AUD,High Impact Expected,GDP q/q,0.80%,0.80%,0.30%
WedSep 6,2:00am,EUR,Low Impact Expected,German Factory Orders m/m,-0.70%,0.20%,0.90%
WedSep 6,4:00am,EUR,Low Impact Expected,Italian Retail Sales m/m,-0.20%,-0.20%,0.60%
WedSep 6,4:10am,EUR,Low Impact Expected,Retail PMI,50.8,,51
WedSep 6,8:30am,CAD,High Impact Expected,Trade Balance,-3.0B,-3.2B,-3.8B
WedSep 6,8:30am,CAD,Medium Impact Expected,Labor Productivity q/q,-0.10%,0.90%,1.30%
WedSep 6,8:30am,USD,Medium Impact Expected,Trade Balance,-43.7B,-44.6B,-43.5B
WedSep 6,9:45am,USD,Low Impact Expected,Final Services PMI,56,56.8,56.9
WedSep 6,10:00am,CAD,High Impact Expected,BOC Rate Statement,,,
WedSep 6,10:00am,CAD,High Impact Expected,Overnight Rate,1.00%,0.75%,0.75%
WedSep 6,10:00am,USD,High Impact Expected,ISM Services PMI,55.3,55.8,53.9
WedSep 6,2:00pm,USD,Low Impact Expected,Beige Book,,,
WedSep 6,7:30pm,AUD,Low Impact Expected,AIG Construction Index,55.3,,60.5
WedSep 6,9:30pm,AUD,High Impact Expected,Retail Sales m/m,0.00%,0.20%,0.20%
WedSep 6,9:30pm,AUD,High Impact Expected,Trade Balance,0.46B,0.93B,0.89B
WedSep 6,11:45pm,JPY,Low Impact Expected,30-y Bond Auction,0.83|3.7,,0.88|3.9
ThuSep 7,1:00am,JPY,Low Impact Expected,Leading Indicators,105.00%,105.10%,105.90%
ThuSep 7,2:00am,EUR,Low Impact Expected,German Industrial Production m/m,0.00%,0.50%,-1.10%
ThuSep 7,2:45am,EUR,Low Impact Expected,French Trade Balance,-6.0B,-4.5B,-4.9B
ThuSep 7,3:00am,CHF,Low Impact Expected,Foreign Currency Reserves,717B,,715B
ThuSep 7,3:30am,GBP,Medium Impact Expected,Halifax HPI m/m,1.10%,0.20%,0.70%
ThuSep 7,4:44am,EUR,Low Impact Expected,Spanish 10-y Bond Auction,1.54|2.0,,1.27|1.9
ThuSep 7,5:00am,EUR,Low Impact Expected,Revised GDP q/q,0.60%,0.60%,0.60%
ThuSep 7,5:02am,EUR,Low Impact Expected,French 10-y Bond Auction,0.67|2.0,,0.75|2.1
ThuSep 7,7:45am,EUR,High Impact Expected,Main Refinancing Rate,0.00%,0.00%,0.00%
ThuSep 7,7:45am,EUR,High Impact Expected,Monetary Policy Statement,,,
ThuSep 7,8:30am,CAD,Medium Impact Expected,Building Permits m/m,-3.50%,-1.50%,4.40%
ThuSep 7,8:30am,EUR,High Impact Expected,ECB Press Conference,,,
ThuSep 7,8:30am,USD,High Impact Expected,Unemployment Claims,298K,245K,236K
ThuSep 7,8:30am,USD,Low Impact Expected,Revised Nonfarm Productivity q/q,1.50%,1.30%,0.90%
ThuSep 7,8:30am,USD,Low Impact Expected,Revised Unit Labor Costs q/q,0.20%,0.30%,0.60%
ThuSep 7,9:58am,USD,Low Impact Expected,IBD/TIPP Economic Optimism,53.4,53.1,52.2
ThuSep 7,10:00am,CAD,Medium Impact Expected,Ivey PMI,56.3,61.3,60
ThuSep 7,10:30am,USD,Low Impact Expected,Natural Gas Storage,65B,63B,30B
ThuSep 7,11:00am,USD,High Impact Expected,Crude Oil Inventories,4.6M,4.1M,-5.4M
ThuSep 7,6:45pm,NZD,Low Impact Expected,Manufacturing Sales q/q,3.90%,,3.10%
ThuSep 7,7:00pm,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
ThuSep 7,7:50pm,JPY,Medium Impact Expected,Final GDP q/q,0.60%,0.70%,1.00%
ThuSep 7,7:50pm,JPY,Low Impact Expected,Bank Lending y/y,3.20%,3.30%,3.30%
ThuSep 7,7:50pm,JPY,Low Impact Expected,Current Account,2.03T,1.65T,1.52T
ThuSep 7,7:50pm,JPY,Low Impact Expected,Final GDP Price Index y/y,-0.40%,-0.40%,-0.40%
ThuSep 7,9:30pm,AUD,Low Impact Expected,Home Loans m/m,2.90%,1.00%,1.20%
ThuSep 7,11:00pm,AUD,Medium Impact Expected,RBA Deputy Gov Debelle Speaks,,,
ThuSep 7,11:05pm,CNY,Medium Impact Expected,Trade Balance,287B,337B,321B
ThuSep 7,11:13pm,CNY,Low Impact Expected,USD-Denominated Trade Balance,42.0B,48.4B,46.7B
FriSep 8,1:00am,JPY,Low Impact Expected,Economy Watchers Sentiment,49.7,49.5,49.7
FriSep 8,1:45am,CHF,Low Impact Expected,Unemployment Rate,3.20%,3.20%,3.20%
FriSep 8,2:00am,EUR,Low Impact Expected,German Trade Balance,19.5B,20.3B,21.2B
FriSep 8,2:45am,EUR,Low Impact Expected,French Gov Budget Balance,-83.8B,,-62.3B
FriSep 8,2:45am,EUR,Low Impact Expected,French Industrial Production m/m,0.50%,0.50%,-1.10%
FriSep 8,4:30am,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
FriSep 8,4:30am,GBP,High Impact Expected,Manufacturing Production m/m,0.50%,0.30%,0.00%
FriSep 8,4:30am,GBP,Medium Impact Expected,Goods Trade Balance,-11.6B,-11.9B,-11.5B
FriSep 8,4:30am,GBP,Low Impact Expected,Construction Output m/m,-0.90%,-0.20%,-0.10%
FriSep 8,4:30am,GBP,Low Impact Expected,Consumer Inflation Expectations,2.80%,,2.80%
FriSep 8,4:30am,GBP,Low Impact Expected,Industrial Production m/m,0.20%,0.20%,0.50%
FriSep 8,7:44am,GBP,Low Impact Expected,NIESR GDP Estimate,0.40%,,0.20%
FriSep 8,8:30am,CAD,High Impact Expected,Employment Change,22.2K,17.8K,10.9K
FriSep 8,8:30am,CAD,High Impact Expected,Unemployment Rate,6.20%,6.30%,6.30%
FriSep 8,8:30am,CAD,Low Impact Expected,Capacity Utilization Rate,85.00%,84.90%,83.20%
FriSep 8,8:45am,USD,Low Impact Expected,FOMC Member Harker Speaks,,,
FriSep 8,10:00am,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.60%,0.40%,0.40%
FriSep 8,3:00pm,USD,Low Impact Expected,Consumer Credit m/m,18.5B,15.1B,11.8B
FriSep 8,9:28pm,CNY,Medium Impact Expected,CPI y/y,1.80%,1.70%,1.40%
FriSep 8,9:28pm,CNY,Medium Impact Expected,PPI y/y,6.30%,5.70%,5.50%
SunSep 10,7:50pm,JPY,Low Impact Expected,Core Machinery Orders m/m,8.00%,4.20%,-1.90%
SunSep 10,7:50pm,JPY,Low Impact Expected,M2 Money Stock y/y,4.00%,4.10%,4.00%
MonSep 11,12:30am,JPY,Low Impact Expected,Tertiary Industry Activity m/m,0.10%,0.10%,-0.20%
MonSep 11,1:58am,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,36.30%,,28.00%
MonSep 11,4:00am,EUR,Low Impact Expected,Italian Industrial Production m/m,0.10%,-0.50%,1.10%
MonSep 11,8:13am,CAD,Low Impact Expected,Housing Starts,223K,216K,222K
MonSep 11,9:30pm,AUD,Medium Impact Expected,NAB Business Confidence,5,,12
TueSep 12,1:30am,EUR,Low Impact Expected,French Final Private Payrolls q/q,0.40%,0.50%,0.50%
TueSep 12,4:00am,EUR,Low Impact Expected,Italian Quarterly Unemployment Rate,11.20%,11.30%,11.60%
TueSep 12,4:30am,GBP,High Impact Expected,CPI y/y,2.90%,2.80%,2.60%
