Date,Time,Currency,Impact,Description,Actual,Forecast,Previous
ThuJun 1,1:45am,CHF,Low Impact Expected,GDP q/q,0.30%,0.50%,0.20%
ThuJun 1,2:00am,GBP,Low Impact Expected,Nationwide HPI m/m,-0.20%,0.20%,-0.40%
ThuJun 1,2:30am,AUD,Low Impact Expected,Commodity Prices y/y,32.60%,,40.50%
ThuJun 1,3:15am,CHF,Low Impact Expected,Retail Sales y/y,-1.20%,2.40%,2.10%
ThuJun 1,3:15am,EUR,Medium Impact Expected,Spanish Manufacturing PMI,55.4,54.9,54.5
ThuJun 1,3:30am,CHF,Low Impact Expected,Manufacturing PMI,55.6,57.8,57.4
ThuJun 1,3:45am,EUR,Low Impact Expected,Italian Manufacturing PMI,55.1,56.1,56.2
ThuJun 1,3:50am,EUR,Low Impact Expected,French Final Manufacturing PMI,53.8,54,54
ThuJun 1,3:55am,EUR,Low Impact Expected,German Final Manufacturing PMI,59.5,59.4,59.4
ThuJun 1,4:00am,EUR,Low Impact Expected,Final Manufacturing PMI,57,57,57
ThuJun 1,4:30am,GBP,High Impact Expected,Final Manufacturing PMI,56.7,56.5,57.3
ThuJun 1,4:59am,EUR,Low Impact Expected,French 10-y Bond Auction,0.72|1.8,,0.81|2.0
ThuJun 1,5:34am,GBP,Low Impact Expected,10-y Bond Auction,1.14|2.1,,1.13|2.0
ThuJun 1,7:30am,USD,Low Impact Expected,Challenger Job Cuts y/y,9.70%,,-42.90%
ThuJun 1,8:15am,USD,High Impact Expected,ADP Non-Farm Employment Change,253K,181K,174K
ThuJun 1,8:30am,USD,High Impact Expected,Unemployment Claims,248K,239K,235K
ThuJun 1,9:30am,CAD,Low Impact Expected,Manufacturing PMI,55.1,,55.9
ThuJun 1,9:45am,USD,Low Impact Expected,Final Manufacturing PMI,52.7,52.5,52.5
ThuJun 1,10:00am,USD,High Impact Expected,ISM Manufacturing PMI,54.9,54.7,54.8
ThuJun 1,10:00am,USD,Low Impact Expected,Construction Spending m/m,-1.40%,0.50%,1.10%
ThuJun 1,10:00am,USD,Low Impact Expected,ISM Manufacturing Prices,60.5,67,68.5
ThuJun 1,All Day,USD,Low Impact Expected,Wards Total Vehicle Sales,16.6M,16.5M,17.0M
ThuJun 1,10:30am,USD,Low Impact Expected,Natural Gas Storage,81B,78B,75B
ThuJun 1,11:00am,USD,High Impact Expected,Crude Oil Inventories,-6.4M,-2.7M,-4.4M
ThuJun 1,All Day,USD,Low Impact Expected,Total Vehicle Sales,16.7M,17.0M,16.9M
